32,816224758783235
32,62780549232604
32,61990914443097
34,238142783279905
34,360361797606735
35,334516770296396
37,238676543974755
36,70763287423263
38,23804637361353
38,45250312851634
36,936504622727504
38,31446794012142
38,44609688270123
37,607314331425385
38,35849901045002
36,925433770124364
37,58932401802694
36,81025267390043
37,39515280675092
37,338501556973604
37,12495474200397
36,9295580562363
37,446310079454946
38,18000421153437
38,08720663494938
37,51114882067497
37,56450713749076
37,0559355667819
37,74541933351878
38,16766252549515
37,176513920884766
37,05922795682198
37,30668047238403
36,84724474816941
37,81255410024506
37,37722485488535
36,91321689828692
37,347174595222704
37,08687487179293
37,42019428679325
37,43382734365519
37,412782911724996
37,16286031997138
37,138185731126875
37,931381700768604
36,733639615335804
38,012968516624696
37,757974002189236
37,49416415814997
36,98138935535445
36,7240320499104
36,806561159342884
37,48767359661526
37,528877669595296
37,07745732890172
37,71112620233982
38,0578755522589
36,767470321427474
37,037250116339706
37,91569529084948
37,38851032362182
36,860775557462986
37,59786254754421
37,610334351107014
37,64946097279912
37,76428783202762
36,883821690316125
37,31431637034595
37,23683599192231
36,872430339257775
36,662733450632615
37,96296026867741
37,959746143069154
37,06442966241968
37,74333019827654
38,06358047922476
36,908470380878484
37,677069023657026
37,8833843099806
37,932284486643
37,544889796212566
36,74780307503573
37,963252544719694
36,8568150008523
36,65307887754233
37,309588451325354
36,931160193360625
36,681664607506676
37,326764131557276
37,16622883137429
